,hotel_name,review_text,review_type,polarity,word_count,sentence_count,avgwordsper_sentence,cleaned_text,sentiment_polarity,sentiment_subjectivity,emotion,pos_counts,entities,pronouns,action_verbs
404,james,"Great hotel! Went to see the Museum of Contemporary Art which was great, but this hotel almost had it beat! The rooms (and even halls) are very beautifully done. Great service too. A+",deceptive,positive,183,5,36.6,great hotel went see museum contemporary art great hotel almost beat rooms even halls beautifully done great service a+,0.6833333333333333,0.6833333333333333,Joy,"Counter({'NOUN': 5, 'VERB': 5, 'ADJ': 3, 'ADV': 3, 'PROPN': 2, 'PUNCT': 1})",[],[],"['went', 'see', 'beat', 'halls', 'done']"
405,sofitel,"My stay at the Sofitel was great. I loved the location it was in. From the moment I arrived the experince was great, the attendants were helpful and the front desk was too. I thought the room was elegant and very clean as well as comfortable. The room service was excllent and they were very friendly. Checkout was a breeze and I couldnt ask for anything more in a hotel stay.",deceptive,positive,376,6,62.666666666666664,stay sofitel great loved location moment arrived experince great attendants helpful front desk thought room elegant clean well comfortable room service excllent friendly checkout breeze couldnt ask anything hotel stay,0.5630952380952381,0.7571428571428571,Joy,"Counter({'NOUN': 13, 'ADJ': 8, 'VERB': 6, 'ADV': 1, 'AUX': 1, 'PART': 1, 'PRON': 1})",[],['anything'],"['stay', 'loved', 'arrived', 'thought', 'ask', 'stay']"
406,hilton,"My stay here was superb. The view from my windows was stunning, as I looked out I could see the beautiful Grant Park. The room had a nice airy feel but was also warm and inviting. The bed was very comfortable. The wireless internet was fast and effective which is nice especially when on business trips. THe hotel is in walking distance to the museum which is nice for those on vaca. Overall I thouroughly enjoyed my stay here.",deceptive,positive,427,7,61.0,stay superb view windows stunning looked could see beautiful grant park room nice airy feel also warm inviting bed comfortable wireless internet fast effective nice especially business trips hotel walking distance museum nice vaca overall thouroughly enjoyed stay,0.4961538461538461,0.8076923076923076,Trust,"Counter({'NOUN': 15, 'ADJ': 10, 'VERB': 6, 'ADV': 5, 'AUX': 1, 'PROPN': 1})",[],[],"['stay', 'looked', 'see', 'feel', 'inviting', 'enjoyed']"
407,hilton,The stay at the Hilton Chicago definetely felt like a vacation. Sleeping in that big wonderful bed felt like I was at home! The accommodations and hotel are beautiful. I especially enjoyed the gym. The staff was friendly and helpful. I would reccommend this Hotel to anyone who is looking for a home away from home.,deceptive,positive,315,6,52.5,stay hilton chicago definetely felt like vacation sleeping big wonderful bed felt like home accommodations hotel beautiful especially enjoyed gym staff friendly helpful would reccommend hotel anyone looking home away home,0.645,0.72,Joy,"Counter({'NOUN': 9, 'VERB': 7, 'ADJ': 5, 'ADV': 4, 'PROPN': 2, 'ADP': 2, 'AUX': 1, 'PRON': 1})","[('hilton chicago', 'PERSON')]",['anyone'],"['stay', 'felt', 'sleeping', 'felt', 'enjoyed', 'reccommend', 'looking']"
408,james,"Our stay at the James in late last August exceeded our expectations. My husband was in Chicago for a business trip, and I tagged along to have some time away from our day to day life. When we entered the hotel we were greeted acknowledged the minute we walked through the doors, and the staff member at the front desk was extremely friendly. He met our needs in a timely manner and patiently answered our questions. The lobby was clean and the ambiance was impressive. Our room was also very clean. I could not have found a better room for those two nights of peace and quiet. The bed was comfortable, and the bedding was the type you could slip into and drift off in. It has been awhile since I have stayed at a hotel where the comforter was not scratchy or too thin. My husband actually commented that he had not seen me sleep that soundly in over a month. The bathroom was also impressive. The water pressure was not something I had to mess with to get perfect, and the heater took no time at all to warm up. Even though I had brought my own shampoo and conditioner, I did give the amenities in the bathroom a try, and like everything else they exceeded my expectations. I did not get a chance to check out the conference rooms, however, my husband had nothing but great things to say about the qualities of the facilities. I truly enjoyed the location and ambiance of this hotel, and if we are ever in the Chicago area again we will definitely be staying here. This hotel met all of our needs from relaxation to business to pleasure.",deceptive,positive,1537,16,96.0625,stay james late last august exceeded expectations husband chicago business trip tagged along time away day day life entered hotel greeted acknowledged minute walked doors staff member front desk extremely friendly met needs timely manner patiently answered questions lobby clean ambiance impressive room also clean could found better room two nights peace quiet bed comfortable bedding type could slip drift awhile since stayed hotel comforter scratchy thin husband actually commented seen sleep soundly month bathroom also impressive water pressure something mess get perfect heater took time warm even though brought shampoo conditioner give amenities bathroom try like everything else exceeded expectations get chance check conference rooms however husband nothing great things say qualities facilities truly enjoyed location ambiance hotel ever chicago area definitely staying hotel met needs relaxation business pleasure,0.3385964912280701,0.5934210526315787,Trust,"Counter({'NOUN': 54, 'VERB': 30, 'ADV': 15, 'ADJ': 15, 'PROPN': 6, 'PRON': 3, 'ADP': 2, 'AUX': 2, 'SCONJ': 2, 'NUM': 1})","[('chicago', 'GPE'), ('day day', 'DATE'), ('two nights', 'TIME'), ('month', 'DATE'), ('chicago', 'GPE')]","['something', 'everything', 'nothing']","['stay', 'exceeded', 'tagged', 'entered', 'greeted', 'acknowledged', 'walked', 'met', 'needs', 'answered', 'lobby', 'found', 'slip', 'stayed', 'commented', 'seen', 'get', 'took', 'brought', 'give', 'try', 'exceeded', 'get', 'check', 'husband', 'say', 'enjoyed', 'staying', 'met', 'needs']"
409,james,"This is one of the best hotels I have ever been in. I went there to see about scheduling my reception party, and was amazed at the architecture of the building, the interior design of the rooms, and the massive spacing provided for each room. Now I recommend this hotel to my associates to hold their important business meetings in the James Club, so that after the meetings, we can partake in a nice meal and drinks. Which brings me to my next point. The James has some of the BEST food I have ever eaten!!! The James Private Club, I feel was made for the elite and upper class. Very classy, very elegant. The customer service is outstanding. I recommend this hotel to anyone needing to hold a reception, business meeting, or just need to have a day at the spa. 5 stars all the way!!!",deceptive,positive,785,11,71.36363636363636,one best hotels ever went see scheduling reception party amazed architecture building interior design rooms massive spacing provided room recommend hotel associates hold important business meetings james club meetings partake nice meal drinks brings next point james best food ever eaten james private club feel made elite upper class classy elegant customer service outstanding recommend hotel anyone needing hold reception business meeting need day spa 5 stars way,0.3727272727272727,0.6136363636363636,Trust,"Counter({'NOUN': 29, 'VERB': 15, 'ADJ': 14, 'PROPN': 5, 'NUM': 2, 'ADV': 2, 'PRON': 1})","[('one', 'CARDINAL'), ('day', 'DATE'), ('5', 'CARDINAL')]",['anyone'],"['went', 'see', 'building', 'provided', 'recommend', 'hold', 'partake', 'brings', 'eaten', 'feel', 'made', 'recommend', 'needing', 'hold', 'need']"
410,sofitel,"I recently stayed at the Sofitel Chicago Water Tower hotel and I could not be more pleased. The hotel is sleek from the elegant lobby to the modern, stylish rooms. The rooms are something truly special with huge, soft beds with the most luxurious sheets you have ever seen and felt. The bathrooms are beautiful with cool marble tiles and a gorgeous glass and marble shower/tub. If that wasn't enough each room has a crisp 32"" LCD TV that displays TV in the most beautiful and clear way with an absolutely amazing sound system. When you finally make it out of your room, down the grand stair case you need not look further for dinner than the hotel restaurant. It is called Cafe des Architectes and like the hotel itself melds a modern sophistication with classic French techniques. Their wine list is amazing but their prices are fantastic for a hotel near the Magnificent mile. A full dinner including appetizer, main course, and dessert can be had for $45, amazing. If you are looking for a modern, urban, chic hotel in Chicago then look no further, the Sofitel Chicago Water Tower hotel is your only real choice.",deceptive,positive,1115,10,111.5,recently stayed sofitel chicago water tower hotel could pleased hotel sleek elegant lobby modern stylish rooms rooms something truly special huge soft beds luxurious sheets ever seen felt bathrooms beautiful cool marble tiles gorgeous glass marble shower/tub n't enough room crisp 32 '' lcd tv displays tv beautiful clear way absolutely amazing sound system finally make room grand stair case need look dinner hotel restaurant called cafe des architectes like hotel melds modern sophistication classic french techniques wine list amazing prices fantastic hotel near magnificent mile full dinner including appetizer main course dessert 45 amazing looking modern urban chic hotel chicago look sofitel chicago water tower hotel real choice,0.34813988095238085,0.6116071428571428,Trust,"Counter({'NOUN': 38, 'ADJ': 30, 'VERB': 14, 'PROPN': 14, 'ADV': 5, 'NUM': 2, 'AUX': 1, 'PRON': 1, 'SYM': 1, 'PART': 1, 'PUNCT': 1, 'X': 1, 'SCONJ': 1, 'ADP': 1})","[('chicago', 'GPE'), ('32', 'CARDINAL'), ('french', 'NORP'), ('45', 'CARDINAL'), ('chicago', 'GPE')]",['something'],"['stayed', 'pleased', 'rooms', 'seen', 'felt', 'tv', 'make', 'need', 'look', 'called', 'melds', 'including', 'looking', 'look']"
411,sofitel,"This hotel was gorgeous! I really enjoyed my stay here and will definitely be returning in the future. The staff was friendly, the room was clean, comfortable and very well decorated. The restaurant/ room service was also exceptional. The food was delicious and the room service was prompt. This hotel is also in a great location. It is close to everything anyone may need, such as shopping, food and attractions.",deceptive,positive,413,7,59.0,hotel gorgeous really enjoyed stay definitely returning future staff friendly room clean comfortable well decorated restaurant/ room service also exceptional food delicious room service prompt hotel also great location close everything anyone may need shopping food attractions,0.4808333333333333,0.6975,Trust,"Counter({'NOUN': 14, 'ADJ': 8, 'ADV': 5, 'VERB': 5, 'PRON': 2, 'NUM': 1, 'PROPN': 1, 'AUX': 1})",[],"['everything', 'anyone']","['enjoyed', 'stay', 'returning', 'decorated', 'need']"
412,monaco,"This will be the only hotel I will never forget in my life. Hotel Monaco Chicago has the best staff and also the rooms are also nice. Whether if it's a King Delux Room or a Tranquility Suite, all of the rooms are luxorious and are themed based, so it suits ones personality. Even if you are a super sized person, like me with a height of 6""4', there are special ""Tall Rooms"" just for you. My days went very fast when I stayed there becuase there was so much to do there. In the mornings I would do yoga from the Yoga Channel. Then I would go downstairs and drink one of their complimentary coffees while reading the morning newspaper. Before I go to a meeting, I would get my shoes shined by their complimentary shoeshine service. After I come back from the meeting, I would go to their fitness rooms and workout on their fully-equipped machines. I just didn't want to leave that hotel; so I decided that the next time I come to Chicago, I will surely stay at Hotel Monaco Chicago.",deceptive,positive,981,10,98.1,hotel never forget life hotel monaco chicago best staff also rooms also nice whether 's king delux room tranquility suite rooms luxorious themed based suits ones personality even super sized person like height 6 '' 4 special `` tall rooms '' days went fast stayed becuase much mornings would yoga yoga channel would go downstairs drink one complimentary coffees reading morning newspaper go meeting would get shoes shined complimentary shoeshine service come back meeting would go fitness rooms workout fully-equipped machines n't want leave hotel decided next time come chicago surely stay hotel monaco chicago,0.34458874458874456,0.47518037518037526,Trust,"Counter({'NOUN': 34, 'VERB': 21, 'ADV': 10, 'ADJ': 10, 'PROPN': 7, 'AUX': 5, 'PUNCT': 5, 'NUM': 3, 'SCONJ': 1, 'ADP': 1, 'PART': 1})","[('monaco chicago', 'ORG'), ('4', 'CARDINAL'), ('one', 'CARDINAL'), ('morning', 'TIME'), ('chicago', 'GPE'), ('chicago', 'GPE')]",[],"['forget', 'delux', 'themed', 'based', 'personality', 'went', 'stayed', 'go', 'drink', 'reading', 'go', 'get', 'shined', 'come', 'go', 'equipped', 'want', 'leave', 'decided', 'come', 'stay']"
413,james,"This is a beautiful hotel inside and outside. The rooms were very comfortable and clean. The hotel made my experience of visiting this city even more wonderful, I highly recommend this to anyone.",deceptive,positive,195,3,65.0,beautiful hotel inside outside rooms comfortable clean hotel made experience visiting city even wonderful highly recommend anyone,0.4627777777777778,0.6816666666666666,Trust,"Counter({'ADJ': 5, 'NOUN': 5, 'VERB': 3, 'ADV': 2, 'ADP': 1, 'PRON': 1})",[],['anyone'],"['made', 'visiting', 'recommend']"
414,monaco,"I stayed at the monaco for the Labor day weekend when I visited my family in Chicago. It is one of the nicest hotels i have stayed at in my life. clean, comfortable and pretty. The rooms were clean and the staff is very caring. I needed some more glasses as my family was sharing drink. The front desk had them sent up in less than 10 minutes. I will recommend Monaco to anyone who will be staying in the Chicago area.",deceptive,positive,418,7,59.714285714285715,stayed monaco labor day weekend visited family chicago one nicest hotels stayed life clean comfortable pretty rooms clean staff caring needed glasses family sharing drink front desk sent less 10 minutes recommend monaco anyone staying chicago area,0.24333333333333332,0.6533333333333334,Trust,"Counter({'NOUN': 14, 'VERB': 8, 'ADJ': 7, 'PROPN': 5, 'NUM': 2, 'PRON': 1})","[('monaco labor day', 'ORG'), ('chicago', 'GPE'), ('one', 'CARDINAL'), ('10 minutes', 'TIME'), ('monaco', 'ORG'), ('chicago', 'GPE')]",['anyone'],"['stayed', 'visited', 'stayed', 'caring', 'needed', 'sent', 'recommend', 'staying']"
415,james,"We enjoyed our stay at the James in Chicago very much. The hotel is elegant and uber-modern! Each room simply exudes class. I have never stayed in a nicer hotel, to be honest. The hotel features an upscale restaurant, though it is within walking distance of many great dining establishments. There is also a full-service spa at the hotel. The most surprising thing about the James is that pets are allowed; our dog didn't have to stay at home. How cool is that? There are also lots of up-scale amenities like valet parking, 24-hour room service, 24-hour concierge, shoe shine service, and laundry/dry cleaning. The hotel is located right on the Magnificent Mile, so that location is absolutely superb. You are literally steps away from some of the best dining and shopping in the world. I would recommend the James to anyone on business or looking to stay in upscale luxury on a jaunt to Chicago.",deceptive,positive,896,12,74.66666666666667,enjoyed stay james chicago much hotel elegant uber-modern room simply exudes class never stayed nicer hotel honest hotel features upscale restaurant though within walking distance many great dining establishments also full-service spa hotel surprising thing james pets allowed dog n't stay home cool also lots up-scale amenities like valet parking 24-hour room service 24-hour concierge shoe shine service laundry/dry cleaning hotel located right magnificent mile location absolutely superb literally steps away best dining shopping world would recommend james anyone business looking stay upscale luxury jaunt chicago,0.5719780219780219,0.6456043956043955,Joy,"Counter({'NOUN': 39, 'ADJ': 18, 'VERB': 13, 'ADV': 9, 'PROPN': 6, 'PUNCT': 5, 'ADP': 2, 'NUM': 2, 'PART': 1, 'SYM': 1, 'AUX': 1, 'PRON': 1})","[('james chicago', 'PERSON'), ('24-hour', 'TIME'), ('24-hour', 'TIME'), ('james anyone', 'PERSON'), ('chicago', 'GPE')]",['anyone'],"['enjoyed', 'stay', 'exudes', 'stayed', 'features', 'allowed', 'stay', 'lots', 'shine', 'located', 'steps', 'recommend', 'stay']"
416,hilton,"I stayed at the Hilton Chicago for my cousins wedding. The service was impeccable. Not only was the staff attentive, they were respectful and careful not to interrupt the guests or make themselves known when serving dinner. I had the chicken wellington and it was to die for! The chicken was perfect and moist but the pastry crust was flaky and crispy. They even had Pakistani dinner options for some of the guests. The amenities were great, and after an open bar the night before, the Mimosas and brunch buffet couldn't have been better! I would love to have my wedding there.",deceptive,positive,577,8,72.125,stayed hilton chicago cousins wedding service impeccable staff attentive respectful careful interrupt guests make known serving dinner chicken wellington die chicken perfect moist pastry crust flaky crispy even pakistani dinner options guests amenities great open bar night mimosas brunch buffet could n't better would love wedding,0.2863636363636364,0.7818181818181817,Trust,"Counter({'NOUN': 15, 'PROPN': 10, 'ADJ': 10, 'VERB': 6, 'ADV': 2, 'AUX': 2, 'PART': 1})","[('stayed hilton chicago', 'PERSON'), ('wellington', 'GPE'), ('pakistani', 'NORP'), ('mimosas', 'GPE')]",[],"['stayed', 'make', 'serving', 'die', 'amenities', 'love']"
417,james,I've stayed at several different hotels in Chicago but The James is the best. Everything I need is in walking distance and I find it very convenient to stay there. The staff at the concierge desk is so polite and offers assistance willingly. The room has always been very clean. The bed linens are better that the nice sheets I have on my own bed. Thankfully I don't have to search around for somewhere to stay when I travel there as I've found my favorite.,deceptive,positive,457,6,76.16666666666667,'ve stayed several different hotels chicago james best everything need walking distance find convenient stay staff concierge desk polite offers assistance willingly room always clean bed linens better nice sheets bed thankfully n't search around somewhere stay travel 've found favorite,0.3685185185185185,0.5388888888888889,Trust,"Counter({'NOUN': 15, 'ADJ': 8, 'VERB': 7, 'ADV': 5, 'AUX': 4, 'PROPN': 2, 'PRON': 1, 'PART': 1})","[('chicago', 'GPE')]",['everything'],"['stayed', 'need', 'find', 'offers', 'search', 'stay', 'found']"
418,james,"We decided to stay at The James last weekend with our kids. We reserved the ""Family Adventurer with Paul Frank"". It's a special offer by the hotel to entice visitors to see the local museums and aquarium. We ended up receiving 2 Chicago City Passes, which ultimately paid for themselves and 4 tickets for the Chicago Children's Museum. My kids had a ball. We ended the day with a milk and cookies turn down service and a special pair of pajamas that my daughter adored. All in all, a great weekend where my kids were the focus. The adults certainly weren't forgotten since we had a great breakfast in the room the next morning.",deceptive,positive,627,8,78.375,decided stay james last weekend kids reserved `` family adventurer paul frank '' 's special offer hotel entice visitors see local museums aquarium ended receiving 2 chicago city passes ultimately paid 4 tickets chicago children 's museum kids ball ended day milk cookies turn service special pair pajamas daughter adored great weekend kids focus adults certainly n't forgotten since great breakfast room next morning,0.28095238095238095,0.4756613756613757,Trust,"Counter({'NOUN': 28, 'VERB': 12, 'ADJ': 7, 'PROPN': 6, 'PUNCT': 3, 'PART': 3, 'NUM': 2, 'ADV': 2, 'SCONJ': 1, 'ADP': 1})","[('last weekend', 'DATE'), ('2', 'CARDINAL'), ('chicago city', 'GPE'), ('4', 'CARDINAL'), ('chicago', 'GPE'), ('weekend', 'DATE'), ('next morning', 'TIME')]",[],"['decided', 'stay', 'reserved', 'see', 'ended', 'receiving', 'paid', 'ended', 'turn', 'adored', 'focus', 'forgotten']"
419,monaco,"My stay at the Hotel Monaco recently was fantastic. We got a very reasonable price for our stay (especially since we were a AAA member), and there was plenty of perks to utilize; in-room spa treatments and an evening wine wine hour to name a few. Another thing that the kids really enjoyed was that, upon request, the staff brought us a fish in its own fishbowl for our room. How cool is that! The staff were all very helpful and friendly and our stay was very enjoyable. I would definitely recommend the Hotel Monaco to anyone in the downtown Chicago area.",deceptive,positive,557,6,92.83333333333333,stay hotel monaco recently fantastic got reasonable price stay especially since aaa member plenty perks utilize in-room spa treatments evening wine wine hour name another thing kids really enjoyed upon request staff brought us fish fishbowl room cool staff helpful friendly stay enjoyable would definitely recommend hotel monaco anyone downtown chicago area,0.290625,0.6812499999999999,Trust,"Counter({'NOUN': 26, 'VERB': 6, 'PROPN': 6, 'ADJ': 5, 'ADV': 4, 'SCONJ': 2, 'ADP': 1, 'PUNCT': 1, 'DET': 1, 'PRON': 1, 'AUX': 1})","[('monaco', 'ORG'), ('evening', 'TIME'), ('monaco', 'GPE'), ('chicago', 'GPE')]",['us'],"['stay', 'got', 'utilize', 'enjoyed', 'brought', 'recommend']"
420,sofitel,"This hotel is beautiful, it is very modern and has a very luxuary feel to it. The location is wonderful,it is close to magnificent mile and the Navy pier, which was a great place to show the children on our vacation. We had the option of private parking which made a feel secure with our car,and the valet was very nice and helpful. I also take my work with me everywhere I go,So the wi-fi at the hotel was a-plus. They have a wide selection of packages that can include anything from the couple that wants to get away or a family outing. This place is great for the price, due to the looks of the hotel you will be surprised at how affordable it is. This is very nice place and it gives you a feeling of being the queen or king for the duration of your stay.",deceptive,positive,759,7,108.42857142857143,hotel beautiful modern luxuary feel location wonderful close magnificent mile navy pier great place show children vacation option private parking made feel secure car valet nice helpful also take work everywhere go wi-fi hotel a-plus wide selection packages include anything couple wants get away family outing place great price due looks hotel surprised affordable nice place gives feeling queen king duration stay,0.45178571428571423,0.682142857142857,Trust,"Counter({'NOUN': 27, 'ADJ': 18, 'VERB': 12, 'ADV': 2, 'PUNCT': 2, 'PRON': 2, 'PROPN': 1, 'CCONJ': 1, 'ADP': 1})","[('magnificent mile', 'QUANTITY')]","['a', 'anything']","['show', 'made', 'feel', 'take', 'go', 'include', 'wants', 'get', 'looks', 'gives', 'feeling', 'stay']"
421,monaco,"This was a great hotel, one of the nicest that we have stayed in a long time. My wife was absolutely thrilled with the staff and we couldn't believe the KimptonKids program at the site. We will be back next time we stop in town. We cannot think of a better place to stay.",deceptive,positive,271,4,67.75,great hotel one nicest stayed long time wife absolutely thrilled staff could n't believe kimptonkids program site back next time stop town think better place stay,0.30833333333333335,0.3916666666666666,Trust,"Counter({'NOUN': 9, 'ADJ': 6, 'VERB': 5, 'ADV': 2, 'NUM': 1, 'AUX': 1, 'PART': 1, 'PROPN': 1})","[('one', 'CARDINAL')]",[],"['stayed', 'believe', 'stop', 'think', 'stay']"
422,monaco,"I frequently have business meetings in Downtown Chicago and find that the Hotel Monaco Chicago, gives me the peace of mind to make those meetings enjoyable. While it might be more expensive than your average hotel....but there is nothing average in this hotel. Exceeds any expectations - service, food, quality, atmosphere were heads above anywhere. Thanks for making my trips to Chicago - the best of the best.",deceptive,positive,411,4,102.75,frequently business meetings downtown chicago find hotel monaco chicago gives peace mind make meetings enjoyable might expensive average hotel .... nothing average hotel exceeds expectations service food quality atmosphere heads anywhere thanks making trips chicago best best,0.25,0.39999999999999997,Trust,"Counter({'NOUN': 13, 'PROPN': 7, 'VERB': 6, 'ADJ': 5, 'ADV': 3, 'AUX': 1, 'PUNCT': 1, 'PRON': 1})","[('chicago', 'GPE'), ('monaco chicago', 'LOC'), ('chicago', 'GPE')]",['nothing'],"['find', 'gives', 'make', 'exceeds', 'heads', 'making']"
423,monaco,"As I walked into the hotel I was greeted warm heartedly. They took my information from me in an efficient manner and got me to my room quickly. I was very pleased to see that my bed was laid out perfectly and that there was plenty of towels in the bathroom. Also, I was happy to see that the shampoo and soap provided was sufficient. Overall, I was very happy with my stay at this hotel.",deceptive,positive,387,5,77.4,walked hotel greeted warm heartedly took information efficient manner got room quickly pleased see bed laid perfectly plenty towels bathroom also happy see shampoo soap provided sufficient overall happy stay hotel,0.6166666666666667,0.7666666666666666,Joy,"Counter({'NOUN': 10, 'VERB': 9, 'ADJ': 8, 'ADV': 4})",[],[],"['walked', 'greeted', 'took', 'got', 'see', 'laid', 'see', 'provided', 'stay']"
424,james,"This hotel is great! I love its interior design of the room. Customer service is excellent! And its gym and spa are gorgeous. If you need to go to Chicago, this hotel would be your best choice! You can also check its website for the special offer, I found a great deal on it!",deceptive,positive,275,6,45.833333333333336,hotel great love interior design room customer service excellent gym spa gorgeous need go chicago hotel would best choice also check website special offer found great deal,0.736734693877551,0.6959183673469387,Joy,"Counter({'NOUN': 13, 'ADJ': 7, 'VERB': 3, 'PROPN': 2, 'AUX': 1, 'ADV': 1})","[('chicago', 'GPE')]",[],"['go', 'check', 'found']"
425,sofitel,"My wife and I recently stayed at this hotel for a fun anniversary weekend away from the kids. Upon check in we were pleasantly surprised by the decor, the location to so many downtown attractions and the attentiveness of the staff. As a seasoned traveler for business I consider myself somewhat savvy when it comes to service and accommodations. This hotel certainly delivers on both accounts. My wife and I had not intended on eating in the hotel restaurant, but after reviewing the menu we thought we would give it a try. WOW! Service was outstanding and the food was amazing. We truly enjoyed our dining experience. All in all I would not hesitate to recommend this hotel to anyone I meet.",deceptive,positive,692,9,76.88888888888889,wife recently stayed hotel fun anniversary weekend away kids upon check pleasantly surprised decor location many downtown attractions attentiveness staff seasoned traveler business consider somewhat savvy comes service accommodations hotel certainly delivers accounts wife intended eating hotel restaurant reviewing menu thought would give try wow service outstanding food amazing truly enjoyed dining experience would hesitate recommend hotel anyone meet,0.3064285714285714,0.6146428571428573,Trust,"Counter({'NOUN': 27, 'VERB': 15, 'ADV': 6, 'ADJ': 6, 'AUX': 2, 'SCONJ': 1, 'INTJ': 1, 'PRON': 1})",[],['anyone'],"['stayed', 'seasoned', 'consider', 'comes', 'delivers', 'intended', 'eating', 'thought', 'give', 'try', 'service', 'enjoyed', 'hesitate', 'recommend', 'meet']"
426,sofitel,"Sofitel Chicago Water Tower is a four star hotel that is minutes aways from the Magnificent mile, Navy Peir, The museum of contemperary art, lake michigan and upscale boutiques. This hotel is great for tourest. it has 450 great rooms and 33 high end sweets. It has a modern diesighn and rich arcitechusall legacy. IT has great food and out door dinning it also has a great veiws, while drinking wine and champane cotails in there amazing bar. Overall this hotel is by far the best hotel ive stayed in.",deceptive,positive,501,6,83.5,sofitel chicago water tower four star hotel minutes aways magnificent mile navy peir museum contemperary art lake michigan upscale boutiques hotel great tourest 450 great rooms 33 high end sweets modern diesighn rich arcitechusall legacy great food door dinning also great veiws drinking wine champane cotails amazing bar overall hotel far best hotel ive stayed,0.5529166666666666,0.6491666666666667,Joy,"Counter({'NOUN': 19, 'PROPN': 14, 'ADJ': 10, 'VERB': 6, 'NUM': 3, 'ADV': 2, 'PRON': 1, 'AUX': 1})","[('chicago', 'GPE'), ('four', 'CARDINAL'), ('hotel minutes', 'TIME'), ('peir museum', 'ORG'), ('michigan', 'GPE'), ('450', 'CARDINAL'), ('33', 'CARDINAL')]",['i'],"['aways', 'sweets', 'dinning', 'drinking', 'cotails', 'stayed']"
427,hilton,"The Hilton in Chicago was awesome. The room was very clean and the hotel staff was very professional. One of the features I liked, was that in my room the internet access was wire and wireless, considering my laptop is not wireless, it help me out alot. Food was very good, quality was great. There was also a flat screen in my room...awesome. The hotel itself is locaated in the middle of alot of resturants with fin dinning. I also enjoyed the gym very much. Overall, I enjoyed myself, and I will stay again at the Hilton when I return to Chicago.",deceptive,positive,549,8,68.625,hilton chicago awesome room clean hotel staff professional one features liked room internet access wire wireless considering laptop wireless help alot food good quality great also flat screen room ... awesome hotel locaated middle alot resturants fin dinning also enjoyed gym much overall enjoyed stay hilton return chicago,0.4618055555555555,0.5395833333333334,Trust,"Counter({'NOUN': 21, 'PROPN': 7, 'ADJ': 7, 'VERB': 7, 'ADV': 4, 'NUM': 1, 'PUNCT': 1})","[('hilton chicago', 'PERSON'), ('chicago', 'GPE')]",[],"['liked', 'considering', 'locaated', 'dinning', 'enjoyed', 'enjoyed', 'stay']"
428,james,"This was really an unexpected experience for me as far as hotel accommodations go. For this week's vacation in Chicago, I heard several recommendations regarding lodging, but the James Chicago was mentioned most emphatically. I expected an experience of comfort, luxury and customer satisfaction, but I was pleasantly surprised by the level of innovation and forward-thinking employed by every aspect of this hotel. The design is breathtaking -- modern, clean, stylish, sexy -- and its reflected everywhere from the lobby, shops and restaurants, to the stunning guest rooms themselves. My family and I felt energized by the smartly sleek environment we were in, and were impressed at every turn by the sophisticated take on hotel decor. Far from a traditional hotel experience, this was like moving into chic, exclusive downtown apartment, and truly an upscale adventure in modern luxury living. Impressive, too, was the hotel's overall approach to its guests and its use of the world's resources. From its offer of in-room recycling to the available bicycles for guest usage, the James offers a unique perspective on its place in the world, and gently helps its guests assist in maintaining that balance with ease and elegance. It's a respect that shows through, too, in other areas: support for artistic organizations, charities and other programs of merit, as well as Chicago-centric packages compiled for guests so they can make the best of their stay, whether for a weekend, a week, or longer. The James Chicago will definitely be our choice for accommodations whenever we revisit Chicago. In fact, we may visit again solely to stay at the James!",deceptive,positive,1651,11,150.0909090909091,really unexpected experience far hotel accommodations go week 's vacation chicago heard several recommendations regarding lodging james chicago mentioned emphatically expected experience comfort luxury customer satisfaction pleasantly surprised level innovation forward-thinking employed every aspect hotel design breathtaking -- modern clean stylish sexy -- reflected everywhere lobby shops restaurants stunning guest rooms family felt energized smartly sleek environment impressed every turn sophisticated take hotel decor far traditional hotel experience like moving chic exclusive downtown apartment truly upscale adventure modern luxury living impressive hotel 's overall approach guests use world 's resources offer in-room recycling available bicycles guest usage james offers unique perspective place world gently helps guests assist maintaining balance ease elegance 's respect shows areas support artistic organizations charities programs merit well chicago-centric packages compiled guests make best stay whether weekend week longer james chicago definitely choice accommodations whenever revisit chicago fact may visit solely stay james,0.3342032967032967,0.692032967032967,Trust,"Counter({'NOUN': 62, 'VERB': 30, 'ADJ': 21, 'ADV': 14, 'PROPN': 10, 'PUNCT': 5, 'PART': 4, 'DET': 2, 'ADP': 2, 'SCONJ': 2, 'AUX': 1})","[('week', 'DATE'), ('chicago', 'GPE'), ('chicago', 'GPE'), ('hotel', 'ORG'), ('chicago', 'GPE'), ('weekend week', 'DATE'), ('james chicago', 'PERSON'), ('chicago', 'GPE')]",[],"['go', 'heard', 'regarding', 'lodging', 'mentioned', 'expected', 'employed', 'reflected', 'felt', 'energized', 'impressed', 'take', 'moving', 'living', 'use', 'offer', 'recycling', 'offers', 'helps', 'assist', 'maintaining', 'shows', 'support', 'merit', 'compiled', 'make', 'stay', 'choice', 'visit', 'stay']"
